Dataset,Method,Mix_Rate,Accuracy
celebA-0,TopK 0.1,0.75,0.8132451772689819
celebA-0,TopK 0.1,0.75,0.7724176049232483
celebA-0,TopK 0.1,1.0,0.8196072578430176
celebA-0,TopK 0.1,1.0,0.7798817753791809
celebA-0,TopK 0.1,1.0,0.8642921447753906
celebA-0,TopK 0.5,0.1,0.9067728519439697
celebA-0,TopK 0.5,0.1,0.9131349325180054
celebA-0,TopK 0.5,0.1,0.7831880450248718
celebA-0,TopK 0.5,0.25,0.9062218070030212
celebA-0,TopK 0.5,0.25,0.9297665357589722
celebA-0,TopK 0.5,0.25,0.9009117484092712
celebA-0,TopK 0.5,0.5,0.8802224397659302
celebA-0,TopK 0.5,0.5,0.9518084526062012
celebA-0,TopK 0.5,0.5,0.9442440867424011
celebA-0,TopK 0.5,0.75,0.940436840057373
celebA-0,TopK 0.5,0.75,0.926861047744751
celebA-0,TopK 0.5,0.75,0.9575192928314209
celebA-0,TopK 0.5,1.0,0.8549744486808777
celebA-0,TopK 0.5,1.0,0.7402564883232117
celebA-0,TopK 0.5,1.0,0.8446047306060791
cifar_mnist,DBAT,0.1,1.0
cifar_mnist,DBAT,0.1,0.9989795684814453
cifar_mnist,DBAT,0.1,1.0
cifar_mnist,DBAT,0.25,1.0
cifar_mnist,DBAT,0.25,1.0
cifar_mnist,DBAT,0.25,1.0
cifar_mnist,DBAT,0.5,1.0
cifar_mnist,DBAT,0.5,1.0
cifar_mnist,DBAT,0.5,1.0
cifar_mnist,DBAT,0.75,0.9989795684814453
cifar_mnist,DBAT,0.75,0.9969387650489807
cifar_mnist,DBAT,0.75,0.9989795684814453
cifar_mnist,DBAT,1.0,1.0
cifar_mnist,DBAT,1.0,1.0
cifar_mnist,DBAT,1.0,1.0
cifar_mnist,DivDis,0.1,1.0
cifar_mnist,DivDis,0.1,0.9785714149475098
cifar_mnist,DivDis,0.1,0.9265305995941162
cifar_mnist,DivDis,0.25,1.0
cifar_mnist,DivDis,0.25,1.0
cifar_mnist,DivDis,0.25,1.0
cifar_mnist,DivDis,0.5,0.9989795684814453
cifar_mnist,DivDis,0.5,1.0
cifar_mnist,DivDis,0.5,0.9989795684814453
cifar_mnist,DivDis,0.75,1.0
cifar_mnist,DivDis,0.75,1.0
cifar_mnist,DivDis,0.75,1.0
cifar_mnist,DivDis,1.0,0.9989795684814453
cifar_mnist,DivDis,1.0,0.9989795684814453
cifar_mnist,DivDis,1.0,1.0
cifar_mnist,ERM,0.1,1.0
cifar_mnist,ERM,0.1,1.0
cifar_mnist,ERM,0.1,1.0
cifar_mnist,TopK 0.1,0.1,0.9938775300979614
cifar_mnist,TopK 0.1,0.1,0.9826530814170837
cifar_mnist,TopK 0.1,0.1,0.9826530814170837
cifar_mnist,TopK 0.1,0.25,1.0
cifar_mnist,TopK 0.1,0.25,1.0
cifar_mnist,TopK 0.1,0.25,0.9061224460601807
cifar_mnist,TopK 0.1,0.5,1.0
cifar_mnist,TopK 0.1,0.5,1.0
cifar_mnist,TopK 0.1,0.5,1.0
cifar_mnist,TopK 0.1,0.75,1.0
cifar_mnist,TopK 0.1,0.75,1.0
cifar_mnist,TopK 0.1,0.75,1.0
cifar_mnist,TopK 0.1,1.0,1.0
cifar_mnist,TopK 0.1,1.0,1.0
cifar_mnist,TopK 0.1,1.0,1.0
cifar_mnist,TopK 0.5,0.1,0.9979591965675354
cifar_mnist,TopK 0.5,0.1,0.9959183931350708
cifar_mnist,TopK 0.5,0.1,0.9897959232330322
cifar_mnist,TopK 0.5,0.25,0.9897959232330322
cifar_mnist,TopK 0.5,0.25,0.9959183931350708
cifar_mnist,TopK 0.5,0.25,0.9989795684814453
cifar_mnist,TopK 0.5,0.5,0.9979591965675354
cifar_mnist,TopK 0.5,0.5,1.0
cifar_mnist,TopK 0.5,0.5,0.9969387650489807
cifar_mnist,TopK 0.5,0.75,1.0
cifar_mnist,TopK 0.5,0.75,1.0
cifar_mnist,TopK 0.5,0.75,1.0
cifar_mnist,TopK 0.5,1.0,1.0
cifar_mnist,TopK 0.5,1.0,1.0
cifar_mnist,TopK 0.5,1.0,1.0
fmnist_mnist,DBAT,0.1,0.9867346882820129
fmnist_mnist,DBAT,0.1,0.9989795684814453
fmnist_mnist,DBAT,0.1,0.9602040648460388
fmnist_mnist,DBAT,0.25,0.9948979616165161
fmnist_mnist,DBAT,0.25,1.0
fmnist_mnist,DBAT,0.25,0.9704081416130066
fmnist_mnist,DBAT,0.5,0.9989795684814453
fmnist_mnist,DBAT,0.5,0.9989795684814453
fmnist_mnist,DBAT,0.5,0.9897959232330322
fmnist_mnist,DBAT,0.75,0.9734693765640259
fmnist_mnist,DBAT,0.75,0.9979591965675354
fmnist_mnist,DBAT,0.75,0.9989795684814453
fmnist_mnist,DBAT,1.0,1.0
fmnist_mnist,DBAT,1.0,0.9989795684814453
fmnist_mnist,DBAT,1.0,0.9795918464660645
fmnist_mnist,DivDis,0.1,0.9969387650489807
fmnist_mnist,DivDis,0.1,1.0
fmnist_mnist,DivDis,0.1,0.9979591965675354
fmnist_mnist,DivDis,0.25,0.9989795684814453
fmnist_mnist,DivDis,0.25,0.9397959113121033
fmnist_mnist,DivDis,0.25,0.9612244963645935
fmnist_mnist,DivDis,0.5,1.0
fmnist_mnist,DivDis,0.5,1.0
fmnist_mnist,DivDis,0.5,1.0
fmnist_mnist,DivDis,0.75,1.0
fmnist_mnist,DivDis,0.75,0.9969387650489807
fmnist_mnist,DivDis,0.75,0.9775510430335999
fmnist_mnist,DivDis,1.0,0.7928571701049805
fmnist_mnist,DivDis,1.0,0.9714285731315613
fmnist_mnist,DivDis,1.0,0.9438775777816772
fmnist_mnist,ERM,0.1,0.9877551198005676
fmnist_mnist,ERM,0.1,0.9877551198005676
fmnist_mnist,ERM,0.1,0.9948979616165161
fmnist_mnist,TopK 0.1,0.1,0.9602040648460388
fmnist_mnist,TopK 0.1,0.1,0.9938775300979614
fmnist_mnist,TopK 0.1,0.1,0.9948979616165161
fmnist_mnist,TopK 0.1,0.25,1.0
fmnist_mnist,TopK 0.1,0.25,0.9989795684814453
fmnist_mnist,TopK 0.1,0.25,1.0
fmnist_mnist,TopK 0.1,0.5,1.0
fmnist_mnist,TopK 0.1,0.5,1.0
fmnist_mnist,TopK 0.1,0.5,1.0
fmnist_mnist,TopK 0.1,0.75,1.0
fmnist_mnist,TopK 0.1,0.75,0.9989795684814453
fmnist_mnist,TopK 0.1,0.75,0.9989795684814453
fmnist_mnist,TopK 0.1,1.0,1.0
fmnist_mnist,TopK 0.1,1.0,1.0
fmnist_mnist,TopK 0.1,1.0,0.9142857193946838
fmnist_mnist,TopK 0.5,0.1,0.7673469185829163
fmnist_mnist,TopK 0.5,0.1,0.9918367266654968
fmnist_mnist,TopK 0.5,0.1,0.6897959113121033
fmnist_mnist,TopK 0.5,0.25,0.7489795684814453
fmnist_mnist,TopK 0.5,0.25,0.9959183931350708
fmnist_mnist,TopK 0.5,0.25,0.7081632614135742
fmnist_mnist,TopK 0.5,0.5,0.9948979616165161
fmnist_mnist,TopK 0.5,0.5,1.0
fmnist_mnist,TopK 0.5,0.5,0.9622448682785034
fmnist_mnist,TopK 0.5,0.75,1.0
fmnist_mnist,TopK 0.5,0.75,0.9989795684814453
fmnist_mnist,TopK 0.5,0.75,1.0
fmnist_mnist,TopK 0.5,1.0,1.0
fmnist_mnist,TopK 0.5,1.0,1.0
fmnist_mnist,TopK 0.5,1.0,1.0
multi-nli,DBAT,0.1,0.9998983144760132
multi-nli,DBAT,0.1,0.9998983144760132
multi-nli,DBAT,0.1,0.9997965693473816
multi-nli,DBAT,0.25,0.9998983144760132
multi-nli,DBAT,0.25,0.9998983144760132
multi-nli,DBAT,0.25,0.9997965693473816
multi-nli,DBAT,0.5,0.9998983144760132
multi-nli,DBAT,0.5,0.9998983144760132
multi-nli,DBAT,0.5,0.9997965693473816
multi-nli,DBAT,0.75,0.9998983144760132
multi-nli,DBAT,0.75,0.9998983144760132
multi-nli,DBAT,0.75,0.9997965693473816
multi-nli,DBAT,1.0,0.9998983144760132
multi-nli,DBAT,1.0,0.9998983144760132
multi-nli,DBAT,1.0,0.9997965693473816
multi-nli,DivDis,0.1,0.999288022518158
multi-nli,DivDis,0.1,0.9994914531707764
multi-nli,DivDis,0.1,0.9996948838233948
multi-nli,DivDis,0.25,0.9993897676467896
multi-nli,DivDis,0.25,0.9995931386947632
multi-nli,DivDis,0.25,0.999288022518158
multi-nli,DivDis,0.5,0.9986777901649475
multi-nli,DivDis,0.5,0.9950162768363953
multi-nli,DivDis,0.5,0.993999183177948
multi-nli,DivDis,0.75,0.9956265091896057
multi-nli,DivDis,0.75,0.9945077300071716
multi-nli,DivDis,0.75,0.9934906363487244
multi-nli,DivDis,1.0,0.9951179623603821
multi-nli,DivDis,1.0,0.9952197074890137
multi-nli,DivDis,1.0,0.9936940670013428
multi-nli,TopK 0.1,0.1,0.9878966808319092
multi-nli,TopK 0.1,0.1,0.9984743595123291
multi-nli,TopK 0.1,0.1,0.9923718571662903
multi-nli,TopK 0.1,0.25,0.993287205696106
multi-nli,TopK 0.1,0.25,0.9937957525253296
multi-nli,TopK 0.1,0.25,0.9949145913124084
multi-nli,TopK 0.1,0.5,0.9909479022026062
multi-nli,TopK 0.1,0.5,0.9941008687019348
multi-nli,TopK 0.1,0.5,0.9916598796844482
multi-nli,TopK 0.1,0.75,0.9901342391967773
multi-nli,TopK 0.1,0.75,0.9931855201721191
multi-nli,TopK 0.1,0.75,0.9899308085441589
multi-nli,TopK 0.1,1.0,0.987998366355896
multi-nli,TopK 0.1,1.0,0.9898291230201721
multi-nli,TopK 0.1,1.0,0.9884052276611328
multi-nli,TopK 0.5,0.1,0.9691822528839111
multi-nli,TopK 0.5,0.1,0.9773189425468445
multi-nli,TopK 0.5,0.1,0.9631814360618591
multi-nli,TopK 0.5,0.25,0.9590113759040833
multi-nli,TopK 0.5,0.25,0.9652156233787537
multi-nli,TopK 0.5,0.25,0.9623677730560303
multi-nli,TopK 0.5,0.5,0.9725386500358582
multi-nli,TopK 0.5,0.5,0.9616557955741882
multi-nli,TopK 0.5,0.5,0.9791496992111206
multi-nli,TopK 0.5,0.75,0.9814890027046204
multi-nli,TopK 0.5,0.75,0.9650121927261353
multi-nli,TopK 0.5,0.75,0.9799633622169495
multi-nli,TopK 0.5,1.0,0.9696907997131348
multi-nli,TopK 0.5,1.0,0.9659276008605957
multi-nli,TopK 0.5,1.0,0.9805736541748047
toy_grid,DBAT,0.1,0.7540000081062317
toy_grid,DBAT,0.1,0.9980000257492065
toy_grid,DBAT,0.1,0.75
toy_grid,DBAT,0.25,0.7540000081062317
toy_grid,DBAT,0.25,1.0
toy_grid,DBAT,0.25,0.7739999890327454
toy_grid,DBAT,0.5,0.7540000081062317
toy_grid,DBAT,0.5,1.0
toy_grid,DBAT,0.5,0.9639999866485596
toy_grid,DBAT,0.75,0.7540000081062317
toy_grid,DBAT,0.75,1.0
toy_grid,DBAT,0.75,0.8799999952316284
toy_grid,DBAT,1.0,0.7540000081062317
toy_grid,DBAT,1.0,1.0
toy_grid,DBAT,1.0,0.9459999799728394
toy_grid,DivDis,0.1,0.5260000228881836
toy_grid,DivDis,0.1,1.0
toy_grid,DivDis,0.1,0.8999999761581421
toy_grid,DivDis,0.25,1.0
toy_grid,DivDis,0.25,1.0
toy_grid,DivDis,0.25,1.0
toy_grid,DivDis,0.5,1.0
toy_grid,DivDis,0.5,1.0
toy_grid,DivDis,0.5,1.0
toy_grid,DivDis,0.75,0.9860000014305115
toy_grid,DivDis,0.75,0.9860000014305115
toy_grid,DivDis,0.75,0.9879999756813049
toy_grid,DivDis,1.0,0.9120000004768372
toy_grid,DivDis,1.0,0.8960000276565552
toy_grid,DivDis,1.0,0.7979999780654907
toy_grid,ERM,0.0,0.5580000281333923
toy_grid,ERM,0.0,0.9860000014305115
toy_grid,ERM,0.0,0.7360000014305115
toy_grid,TopK 0.1,0.1,0.9919999837875366
toy_grid,TopK 0.1,0.1,0.984000027179718
toy_grid,TopK 0.1,0.1,0.9860000014305115
toy_grid,TopK 0.1,0.25,1.0
toy_grid,TopK 0.1,0.25,1.0
toy_grid,TopK 0.1,0.25,1.0
toy_grid,TopK 0.1,0.5,1.0
toy_grid,TopK 0.1,0.5,1.0
toy_grid,TopK 0.1,0.5,1.0
toy_grid,TopK 0.1,0.75,1.0
toy_grid,TopK 0.1,0.75,0.9959999918937683
toy_grid,TopK 0.1,0.75,1.0
toy_grid,TopK 0.1,1.0,1.0
toy_grid,TopK 0.1,1.0,1.0
toy_grid,TopK 0.1,1.0,1.0
toy_grid,TopK 0.5,0.1,0.5
toy_grid,TopK 0.5,0.1,0.9639999866485596
toy_grid,TopK 0.5,0.1,0.777999997138977
toy_grid,TopK 0.5,0.25,0.5
toy_grid,TopK 0.5,0.25,0.9940000176429749
toy_grid,TopK 0.5,0.25,0.9980000257492065
toy_grid,TopK 0.5,0.5,0.9819999933242798
toy_grid,TopK 0.5,0.5,0.9779999852180481
toy_grid,TopK 0.5,0.5,0.984000027179718
toy_grid,TopK 0.5,0.75,1.0
toy_grid,TopK 0.5,0.75,0.9959999918937683
toy_grid,TopK 0.5,0.75,0.9980000257492065
toy_grid,TopK 0.5,1.0,1.0
toy_grid,TopK 0.5,1.0,0.9959999918937683
toy_grid,TopK 0.5,1.0,1.0
waterbirds,DBAT,0.1,0.8546772599220276
waterbirds,DBAT,0.1,0.8011736273765564
waterbirds,DBAT,0.1,0.7897825241088867
waterbirds,DBAT,0.25,0.8545046448707581
waterbirds,DBAT,0.25,0.8092854619026184
waterbirds,DBAT,0.25,0.8332757949829102
waterbirds,DBAT,0.5,0.8218846917152405
waterbirds,DBAT,0.5,0.7972040176391602
waterbirds,DBAT,0.5,0.8118743300437927
waterbirds,DBAT,0.75,0.7849499583244324
waterbirds,DBAT,0.75,0.8091128468513489
waterbirds,DBAT,0.75,0.7875388264656067
waterbirds,DBAT,1.0,0.7552640438079834
waterbirds,DBAT,1.0,0.7692440748214722
waterbirds,DBAT,1.0,0.8065239787101746
waterbirds,DivDis,0.1,0.9073179364204407
waterbirds,DivDis,0.1,0.7471522092819214
waterbirds,DivDis,0.1,0.8986883163452148
waterbirds,DivDis,0.25,0.870210587978363
waterbirds,DivDis,0.25,0.8287883996963501
waterbirds,DivDis,0.25,0.795478105545044
waterbirds,DivDis,0.5,0.879703164100647
waterbirds,DivDis,0.5,0.8793579339981079
waterbirds,DivDis,0.5,0.8907490372657776
waterbirds,DivDis,0.75,0.7373144626617432
waterbirds,DivDis,0.75,0.8182602524757385
waterbirds,DivDis,0.75,0.8512253761291504
waterbirds,DivDis,1.0,0.8196409940719604
waterbirds,DivDis,1.0,0.6777700781822205
waterbirds,DivDis,1.0,0.8123921155929565
waterbirds,ERM,0.1,0.8234380483627319
waterbirds,ERM,0.1,0.8075595498085022
waterbirds,ERM,0.1,0.8503624200820923
waterbirds,TopK 0.1,0.1,0.8748705387115479
waterbirds,TopK 0.1,0.1,0.8367276787757874
waterbirds,TopK 0.1,0.1,0.8230928778648376
waterbirds,TopK 0.1,0.25,0.8438039422035217
waterbirds,TopK 0.1,0.25,0.870210587978363
waterbirds,TopK 0.1,0.25,0.9055919647216797
waterbirds,TopK 0.1,0.5,0.878322422504425
waterbirds,TopK 0.1,0.5,0.8208491802215576
waterbirds,TopK 0.1,0.5,0.8962720036506653
waterbirds,TopK 0.1,0.75,0.8555402159690857
waterbirds,TopK 0.1,0.75,0.8455298542976379
waterbirds,TopK 0.1,0.75,0.6311701536178589
waterbirds,TopK 0.1,1.0,0.7777010798454285
waterbirds,TopK 0.1,1.0,0.8446668982505798
waterbirds,TopK 0.1,1.0,0.8248187899589539
waterbirds,TopK 0.5,0.1,0.8948912620544434
waterbirds,TopK 0.5,0.1,0.8893682956695557
waterbirds,TopK 0.5,0.1,0.9002416133880615
waterbirds,TopK 0.5,0.25,0.9181912541389465
waterbirds,TopK 0.5,0.25,0.8660683631896973
waterbirds,TopK 0.5,0.25,0.9321712255477905
waterbirds,TopK 0.5,0.5,0.9269934296607971
waterbirds,TopK 0.5,0.5,0.9218156933784485
waterbirds,TopK 0.5,0.5,0.920262336730957
waterbirds,TopK 0.5,0.75,0.9290645718574524
waterbirds,TopK 0.5,0.75,0.906282365322113
waterbirds,TopK 0.5,0.75,0.8931653499603271
waterbirds,TopK 0.5,1.0,0.7673455476760864
waterbirds,TopK 0.5,1.0,0.9038660526275635
waterbirds,TopK 0.5,1.0,0.8536416888237
