Dataset,Method,Mix_Rate,Accuracy
fmnist_mnist,DBAT,0.5,0.9959183931350708
fmnist_mnist,DBAT,0.5,0.9989795684814452
fmnist_mnist,DBAT,0.5,1.0
fmnist_mnist,DBAT,0.75,0.9897959232330322
fmnist_mnist,DBAT,0.75,0.9989795684814452
fmnist_mnist,DBAT,0.75,0.9989795684814452
fmnist_mnist,DBAT,1.0,0.9979591965675354
fmnist_mnist,DBAT,1.0,0.9989795684814452
fmnist_mnist,DBAT,1.0,0.9959183931350708
fmnist_mnist,DivDis,0.1,0.9969387650489808
fmnist_mnist,DivDis,0.1,1.0
fmnist_mnist,DivDis,0.1,0.9979591965675354
fmnist_mnist,DivDis,0.25,0.9989795684814452
fmnist_mnist,DivDis,0.25,0.9397959113121032
fmnist_mnist,DivDis,0.25,0.9612244963645936
fmnist_mnist,DivDis,0.5,1.0
fmnist_mnist,DivDis,0.5,1.0
fmnist_mnist,DivDis,0.5,1.0
fmnist_mnist,DivDis,0.75,1.0
fmnist_mnist,DivDis,0.75,0.9969387650489808
fmnist_mnist,DivDis,0.75,0.9775510430336
fmnist_mnist,DivDis,1.0,0.7928571701049805
fmnist_mnist,DivDis,1.0,0.9714285731315612
fmnist_mnist,DivDis,1.0,0.9438775777816772
fmnist_mnist,ERM,0.1,0.9877551198005676
fmnist_mnist,ERM,0.1,0.9877551198005676
fmnist_mnist,ERM,0.1,0.994897961616516
multi-nli,DBAT,0.1,0.9998983144760132
multi-nli,DBAT,0.1,0.9998983144760132
multi-nli,DBAT,0.1,0.9997965693473816
multi-nli,DBAT,0.25,0.9998983144760132
multi-nli,DBAT,0.25,0.9998983144760132
multi-nli,DBAT,0.25,0.9997965693473816
multi-nli,DBAT,0.5,0.9998983144760132
multi-nli,DBAT,0.5,0.9998983144760132
multi-nli,DBAT,0.5,0.9997965693473816
multi-nli,DBAT,0.75,0.9998983144760132
multi-nli,DBAT,0.75,0.9998983144760132
multi-nli,DBAT,0.75,0.9997965693473816
multi-nli,DBAT,1.0,0.9998983144760132
multi-nli,DBAT,1.0,0.9998983144760132
multi-nli,DBAT,1.0,0.9997965693473816
multi-nli,DivDis,0.1,0.999288022518158
multi-nli,DivDis,0.1,0.9994914531707764
multi-nli,DivDis,0.1,0.9996948838233948
multi-nli,DivDis,0.25,0.9993897676467896
multi-nli,DivDis,0.25,0.9995931386947632
multi-nli,DivDis,0.25,0.999288022518158
multi-nli,DivDis,0.5,0.9986777901649476
multi-nli,DivDis,0.5,0.9950162768363952
multi-nli,DivDis,0.5,0.993999183177948
multi-nli,DivDis,0.75,0.9956265091896056
multi-nli,DivDis,0.75,0.9945077300071716
multi-nli,DivDis,0.75,0.9934906363487244
multi-nli,DivDis,1.0,0.995117962360382
multi-nli,DivDis,1.0,0.9952197074890136
multi-nli,DivDis,1.0,0.9936940670013428
multi-nli,ERM,,0.9998983144760132
multi-nli,ERM,,0.9998983144760132
multi-nli,ERM,,1.0
toy_grid,DBAT,0.1,0.7419999837875366
toy_grid,DBAT,0.1,0.843999981880188
toy_grid,DBAT,0.1,0.7440000176429749
toy_grid,DBAT,0.25,0.7419999837875366
toy_grid,DBAT,0.25,0.871999979019165
toy_grid,DBAT,0.25,0.7440000176429749
toy_grid,DBAT,0.5,0.7419999837875366
toy_grid,DBAT,0.5,0.9179999828338624
toy_grid,DBAT,0.5,0.7440000176429749
toy_grid,DBAT,0.75,0.7419999837875366
toy_grid,DBAT,0.75,0.921999990940094
toy_grid,DBAT,0.75,0.7440000176429749
toy_grid,DBAT,1.0,0.7419999837875366
toy_grid,DBAT,1.0,0.9399999976158142
toy_grid,DBAT,1.0,0.8199999928474426
toy_grid,DivDis,0.1,0.5260000228881836
toy_grid,DivDis,0.1,1.0
toy_grid,DivDis,0.1,0.8999999761581421
toy_grid,DivDis,0.25,1.0
toy_grid,DivDis,0.25,1.0
toy_grid,DivDis,0.25,1.0
toy_grid,DivDis,0.5,1.0
toy_grid,DivDis,0.5,1.0
toy_grid,DivDis,0.5,1.0
toy_grid,DivDis,0.75,0.9860000014305116
toy_grid,DivDis,0.75,0.9860000014305116
toy_grid,DivDis,0.75,0.9879999756813048
toy_grid,DivDis,1.0,0.9120000004768372
toy_grid,DivDis,1.0,0.8960000276565552
toy_grid,DivDis,1.0,0.7979999780654907
toy_grid,ERM,0.0,0.5580000281333923
toy_grid,ERM,0.0,0.9860000014305116
toy_grid,ERM,0.0,0.7360000014305115
waterbirds,DBAT,0.1,0.8322402238845825
waterbirds,DBAT,0.1,0.7592337131500244
waterbirds,DBAT,0.1,0.8182602524757385
waterbirds,DBAT,0.25,0.8066965937614441
waterbirds,DBAT,0.25,0.8282706141471863
waterbirds,DBAT,0.25,0.8217121362686157
waterbirds,DBAT,0.5,0.8151535987854004
waterbirds,DBAT,0.5,0.7607870101928711
waterbirds,DBAT,0.5,0.794097363948822
waterbirds,DBAT,0.75,0.7652744054794312
waterbirds,DBAT,0.75,0.7350707650184631
waterbirds,DBAT,0.75,0.8274076581001282
waterbirds,DBAT,1.0,0.8267173171043396
waterbirds,DBAT,1.0,0.7704522013664246
waterbirds,DBAT,1.0,0.7939247488975525
waterbirds,DivDis,0.1,0.9073179364204408
waterbirds,DivDis,0.1,0.7471522092819214
waterbirds,DivDis,0.1,0.8986883163452148
waterbirds,DivDis,0.25,0.870210587978363
waterbirds,DivDis,0.25,0.8287883996963501
waterbirds,DivDis,0.25,0.795478105545044
waterbirds,DivDis,0.5,0.879703164100647
waterbirds,DivDis,0.5,0.8793579339981079
waterbirds,DivDis,0.5,0.8907490372657776
waterbirds,DivDis,0.75,0.7373144626617432
waterbirds,DivDis,0.75,0.8182602524757385
waterbirds,DivDis,0.75,0.8512253761291504
waterbirds,DivDis,1.0,0.8196409940719604
waterbirds,DivDis,1.0,0.6777700781822205
waterbirds,DivDis,1.0,0.8123921155929565
waterbirds,ERM,0.1,0.8234380483627319
waterbirds,ERM,0.1,0.8075595498085022
waterbirds,ERM,0.1,0.8503624200820923
