Dataset,Method,Mix_Rate,Accuracy
celebA-0,ERM,1.0,0.1111111119389534
celebA-0,ERM,1.0,0.16111111640930176
celebA-0,TopK 0.1,0.1,0.1388888955116272
celebA-0,TopK 0.1,0.1,0.17777778208255768
celebA-0,TopK 0.1,0.1,0.20555555820465088
celebA-0,TopK 0.1,0.25,0.1346370428800583
celebA-0,TopK 0.1,0.25,0.1666666716337204
celebA-0,TopK 0.1,0.25,0.1111111119389534
celebA-0,TopK 0.1,0.5,0.3055555522441864
celebA-0,TopK 0.1,0.5,0.3166666626930237
celebA-0,TopK 0.1,0.5,0.3166666626930237
celebA-0,TopK 0.1,0.75,0.2777777910232544
celebA-0,TopK 0.1,0.75,0.3055555522441864
celebA-0,TopK 0.1,0.75,0.3333333432674408
celebA-0,TopK 0.1,1.0,0.3333333432674408
celebA-0,TopK 0.1,1.0,0.17222222685813904
celebA-0,TopK 0.1,1.0,0.44999998807907104
celebA-0,TopK 0.5,0.1,0.16340738534927368
celebA-0,TopK 0.5,0.1,0.15685471892356873
celebA-0,TopK 0.5,0.1,0.15000000596046448
celebA-0,TopK 0.5,0.25,0.17333880066871643
celebA-0,TopK 0.5,0.25,0.12132691591978073
celebA-0,TopK 0.5,0.25,0.17610320448875427
celebA-0,TopK 0.5,0.5,0.11666666716337204
celebA-0,TopK 0.5,0.5,0.08436571806669235
celebA-0,TopK 0.5,0.5,0.30948904156684875
celebA-0,TopK 0.5,0.75,0.13333334028720856
celebA-0,TopK 0.5,0.75,0.2611111104488373
celebA-0,TopK 0.5,0.75,0.21111111342906952
celebA-0,TopK 0.5,1.0,0.24444444477558136
celebA-0,TopK 0.5,1.0,0.20000000298023224
celebA-0,TopK 0.5,1.0,0.3222222328186035
cifar_mnist,DBAT,0.1,0.004081632476300001
cifar_mnist,DBAT,0.1,0.0
cifar_mnist,DBAT,0.1,0.004081632476300001
cifar_mnist,DBAT,0.25,0.02448979578912258
cifar_mnist,DBAT,0.25,0.0367346927523613
cifar_mnist,DBAT,0.25,0.016326529905200005
cifar_mnist,DBAT,0.5,0.3551020324230194
cifar_mnist,DBAT,0.5,0.3959183692932129
cifar_mnist,DBAT,0.5,0.3142857253551483
cifar_mnist,DBAT,0.75,0.6612244844436646
cifar_mnist,DBAT,0.75,0.8897958993911743
cifar_mnist,DBAT,0.75,0.6326530575752258
cifar_mnist,DBAT,1.0,0.8938775658607483
cifar_mnist,DBAT,1.0,0.9469387531280518
cifar_mnist,DBAT,1.0,0.9265305995941162
cifar_mnist,DivDis,0.1,0.5714285969734192
cifar_mnist,DivDis,0.1,0.19183672964572906
cifar_mnist,DivDis,0.1,0.22448979318141937
cifar_mnist,DivDis,0.25,0.8122448921203613
cifar_mnist,DivDis,0.25,0.8122448921203613
cifar_mnist,DivDis,0.25,0.8204081654548645
cifar_mnist,DivDis,0.5,0.8244897723197937
cifar_mnist,DivDis,0.5,0.9061224460601807
cifar_mnist,DivDis,0.5,0.8938775658607483
cifar_mnist,DivDis,0.75,0.6775510311126709
cifar_mnist,DivDis,0.75,0.6081632375717163
cifar_mnist,DivDis,0.75,0.718367338180542
cifar_mnist,DivDis,1.0,0.4571428596973419
cifar_mnist,DivDis,1.0,0.4612244963645935
cifar_mnist,DivDis,1.0,0.5020408034324646
cifar_mnist,ERM,0.1,0.0
cifar_mnist,ERM,0.1,0.0
cifar_mnist,ERM,0.1,0.0
cifar_mnist,ERM,0.25,0.0
cifar_mnist,ERM,0.25,0.0
cifar_mnist,ERM,0.25,0.0
cifar_mnist,ERM,0.5,0.0
cifar_mnist,ERM,0.5,0.0
cifar_mnist,ERM,0.5,0.0
cifar_mnist,ERM,0.75,0.0
cifar_mnist,ERM,0.75,0.0
cifar_mnist,ERM,0.75,0.0
cifar_mnist,ERM,1.0,0.0
cifar_mnist,ERM,1.0,0.0
cifar_mnist,ERM,1.0,0.0
cifar_mnist,TopK 0.1,0.1,0.2938775420188904
cifar_mnist,TopK 0.1,0.1,0.6612244844436646
cifar_mnist,TopK 0.1,0.1,0.29795917868614197
cifar_mnist,TopK 0.1,0.25,0.6571428775787354
cifar_mnist,TopK 0.1,0.25,0.5918367505073547
cifar_mnist,TopK 0.1,0.25,0.040816325694322586
cifar_mnist,TopK 0.1,0.5,0.8040816187858582
cifar_mnist,TopK 0.1,0.5,0.5346938967704773
cifar_mnist,TopK 0.1,0.5,0.6816326379776001
cifar_mnist,TopK 0.1,0.75,0.6163265109062195
cifar_mnist,TopK 0.1,0.75,0.4571428596973419
cifar_mnist,TopK 0.1,0.75,0.4979591965675354
cifar_mnist,TopK 0.1,1.0,0.47755101323127747
cifar_mnist,TopK 0.1,1.0,0.45306122303009033
cifar_mnist,TopK 0.1,1.0,0.4653061330318451
cifar_mnist,TopK 0.5,0.1,0.1755101978778839
cifar_mnist,TopK 0.5,0.1,0.40816327929496765
cifar_mnist,TopK 0.5,0.1,0.2448979616165161
cifar_mnist,TopK 0.5,0.25,0.559183657169342
cifar_mnist,TopK 0.5,0.25,0.37551021575927734
cifar_mnist,TopK 0.5,0.25,0.559183657169342
cifar_mnist,TopK 0.5,0.5,0.8612244725227356
cifar_mnist,TopK 0.5,0.5,0.7591836452484131
cifar_mnist,TopK 0.5,0.5,0.6938775777816772
cifar_mnist,TopK 0.5,0.75,0.9061224460601807
cifar_mnist,TopK 0.5,0.75,0.9020408391952515
cifar_mnist,TopK 0.5,0.75,0.9061224460601807
cifar_mnist,TopK 0.5,1.0,0.7795918583869934
cifar_mnist,TopK 0.5,1.0,0.8326530456542969
cifar_mnist,TopK 0.5,1.0,0.8571428656578064
fmnist_mnist,DBAT,0.1,0.016326529905200005
fmnist_mnist,DBAT,0.1,0.004081632476300001
fmnist_mnist,DBAT,0.1,0.43673470616340637
fmnist_mnist,DBAT,0.25,0.016326529905200005
fmnist_mnist,DBAT,0.25,0.0
fmnist_mnist,DBAT,0.25,0.0
fmnist_mnist,DBAT,0.5,0.0
fmnist_mnist,DBAT,0.5,0.0
fmnist_mnist,DBAT,0.5,0.24081632494926453
fmnist_mnist,DBAT,0.75,0.8489795923233032
fmnist_mnist,DBAT,0.75,0.26938775181770325
fmnist_mnist,DBAT,0.75,0.6285714507102966
fmnist_mnist,DBAT,1.0,0.9877551198005676
fmnist_mnist,DBAT,1.0,0.9959183931350708
fmnist_mnist,DBAT,1.0,0.9918367266654968
fmnist_mnist,DivDis,0.1,0.7265306115150452
fmnist_mnist,DivDis,0.1,0.9755101799964905
fmnist_mnist,DivDis,0.1,0.5551020503044128
fmnist_mnist,DivDis,0.25,0.8816326260566711
fmnist_mnist,DivDis,0.25,0.9387755393981934
fmnist_mnist,DivDis,0.25,0.9795918464660645
fmnist_mnist,DivDis,0.5,0.9673469662666321
fmnist_mnist,DivDis,0.5,0.9714285731315613
fmnist_mnist,DivDis,0.5,0.9632652997970581
fmnist_mnist,DivDis,0.75,0.6122449040412903
fmnist_mnist,DivDis,0.75,0.6122449040412903
fmnist_mnist,DivDis,0.75,0.8857142925262451
fmnist_mnist,DivDis,1.0,0.9306122660636902
fmnist_mnist,DivDis,1.0,0.7428571581840515
fmnist_mnist,DivDis,1.0,0.3918367326259613
fmnist_mnist,ERM,0.1,0.0
fmnist_mnist,ERM,0.1,0.0
fmnist_mnist,ERM,0.1,0.0
fmnist_mnist,ERM,0.25,0.0
fmnist_mnist,ERM,0.25,0.0
fmnist_mnist,ERM,0.25,0.0
fmnist_mnist,ERM,0.5,0.0
fmnist_mnist,ERM,0.5,0.0
fmnist_mnist,ERM,0.5,0.004081632476300001
fmnist_mnist,ERM,0.75,0.0
fmnist_mnist,ERM,0.75,0.0
fmnist_mnist,ERM,0.75,0.004081632476300001
fmnist_mnist,ERM,1.0,0.0
fmnist_mnist,ERM,1.0,0.0
fmnist_mnist,ERM,1.0,0.004081632476300001
fmnist_mnist,TopK 0.1,0.1,0.9714285731315613
fmnist_mnist,TopK 0.1,0.1,0.7836734652519226
fmnist_mnist,TopK 0.1,0.1,0.7714285850524902
fmnist_mnist,TopK 0.1,0.25,0.9265305995941162
fmnist_mnist,TopK 0.1,0.25,0.9714285731315613
fmnist_mnist,TopK 0.1,0.25,0.9632652997970581
fmnist_mnist,TopK 0.1,0.5,0.8816326260566711
fmnist_mnist,TopK 0.1,0.5,0.9102040529251099
fmnist_mnist,TopK 0.1,0.5,0.8612244725227356
fmnist_mnist,TopK 0.1,0.75,0.7714285850524902
fmnist_mnist,TopK 0.1,0.75,0.8979591727256775
fmnist_mnist,TopK 0.1,0.75,0.9265305995941162
fmnist_mnist,TopK 0.1,1.0,0.8897958993911743
fmnist_mnist,TopK 0.1,1.0,0.8367347121238708
fmnist_mnist,TopK 0.1,1.0,0.004081632476300001
fmnist_mnist,TopK 0.5,0.1,0.03265305981040001
fmnist_mnist,TopK 0.5,0.1,0.16326530277729034
fmnist_mnist,TopK 0.5,0.1,0.5510203838348389
fmnist_mnist,TopK 0.5,0.25,0.9265305995941162
fmnist_mnist,TopK 0.5,0.25,0.34285715222358704
fmnist_mnist,TopK 0.5,0.25,0.9265305995941162
fmnist_mnist,TopK 0.5,0.5,0.8653061389923096
fmnist_mnist,TopK 0.5,0.5,0.8244897723197937
fmnist_mnist,TopK 0.5,0.5,0.9836734533309937
fmnist_mnist,TopK 0.5,0.75,0.9836734533309937
fmnist_mnist,TopK 0.5,0.75,0.9795918464660645
fmnist_mnist,TopK 0.5,0.75,0.9795918464660645
fmnist_mnist,TopK 0.5,1.0,0.9755101799964905
fmnist_mnist,TopK 0.5,1.0,0.9551020264625549
fmnist_mnist,TopK 0.5,1.0,0.9673469662666321
multi-nli,DBAT,0.1,0.1082802563905716
multi-nli,DBAT,0.1,0.09829376637935638
multi-nli,DBAT,0.1,0.09161721169948578
multi-nli,DBAT,0.25,0.20066764950752258
multi-nli,DBAT,0.25,0.20178040862083435
multi-nli,DBAT,0.25,0.19918397068977356
multi-nli,DBAT,0.5,0.2718842625617981
multi-nli,DBAT,0.5,0.2867210805416107
multi-nli,DBAT,0.5,0.26891690492630005
multi-nli,DBAT,0.75,0.28560832142829895
multi-nli,DBAT,0.75,0.29562315344810486
multi-nli,DBAT,0.75,0.2767062187194824
multi-nli,DBAT,1.0,0.30823442339897156
multi-nli,DBAT,1.0,0.3093471825122833
multi-nli,DBAT,1.0,0.2904302775859833
multi-nli,DivDis,0.1,0.0011127596953883767
multi-nli,DivDis,0.1,0.0003709198790602386
multi-nli,DivDis,0.1,0.0003709198790602386
multi-nli,DivDis,0.25,0.0007418397581204772
multi-nli,DivDis,0.25,0.0003709198790602386
multi-nli,DivDis,0.25,0.0022255193907767534
multi-nli,DivDis,0.5,0.0014836795162409544
multi-nli,DivDis,0.5,0.01669139415025711
multi-nli,DivDis,0.5,0.019108280539512634
multi-nli,DivDis,0.75,0.0003709198790602386
multi-nli,DivDis,0.75,0.0011127596953883767
multi-nli,DivDis,0.75,0.0007418397581204772
multi-nli,DivDis,1.0,0.0007418397581204772
multi-nli,DivDis,1.0,0.0007418397581204772
multi-nli,DivDis,1.0,0.0007418397581204772
multi-nli,ERM,0.0,0.0
multi-nli,ERM,0.0,0.0
multi-nli,ERM,0.0,0.0
multi-nli,TopK 0.1,0.1,0.026706231757998466
multi-nli,TopK 0.1,0.1,0.016320474445819855
multi-nli,TopK 0.1,0.1,0.03338278830051422
multi-nli,TopK 0.1,0.25,0.025477707386016846
multi-nli,TopK 0.1,0.25,0.012738853693008423
multi-nli,TopK 0.1,0.25,0.03449554741382599
multi-nli,TopK 0.1,0.5,0.05304154381155968
multi-nli,TopK 0.1,0.5,0.11387240141630173
multi-nli,TopK 0.1,0.5,0.11424332112073898
multi-nli,TopK 0.1,0.75,0.019108280539512634
multi-nli,TopK 0.1,0.75,0.09866468608379364
multi-nli,TopK 0.1,0.75,0.05267062410712242
multi-nli,TopK 0.1,1.0,0.05267062410712242
multi-nli,TopK 0.1,1.0,0.03821656107902527
multi-nli,TopK 0.1,1.0,0.07121662050485611
multi-nli,TopK 0.5,0.1,0.06369426846504211
multi-nli,TopK 0.5,0.1,0.043397627770900726
multi-nli,TopK 0.5,0.1,0.08753709495067596
multi-nli,TopK 0.5,0.25,0.08280254900455475
multi-nli,TopK 0.5,0.25,0.06045994162559509
multi-nli,TopK 0.5,0.25,0.1123887225985527
multi-nli,TopK 0.5,0.5,0.16988129913806915
multi-nli,TopK 0.5,0.5,0.13538575172424316
multi-nli,TopK 0.5,0.5,0.13464391231536865
multi-nli,TopK 0.5,0.75,0.15578635036945343
multi-nli,TopK 0.5,0.75,0.10191082954406738
multi-nli,TopK 0.5,0.75,0.10756676644086838
multi-nli,TopK 0.5,1.0,0.10274481028318405
multi-nli,TopK 0.5,1.0,0.1082802563905716
multi-nli,TopK 0.5,1.0,0.11795252561569214
toy_grid,DBAT,0.1,0.6639999747276306
toy_grid,DBAT,0.1,0.3199999928474426
toy_grid,DBAT,0.1,0.3919999897480011
toy_grid,DBAT,0.25,0.6639999747276306
toy_grid,DBAT,0.25,0.3199999928474426
toy_grid,DBAT,0.25,0.3919999897480011
toy_grid,DBAT,0.5,0.6639999747276306
toy_grid,DBAT,0.5,0.41600000858306885
toy_grid,DBAT,0.5,0.3919999897480011
toy_grid,DBAT,0.75,0.6639999747276306
toy_grid,DBAT,0.75,0.871999979019165
toy_grid,DBAT,0.75,0.7599999904632568
toy_grid,DBAT,1.0,0.6639999747276306
toy_grid,DBAT,1.0,0.9599999785423279
toy_grid,DBAT,1.0,0.8960000276565552
toy_grid,DivDis,0.1,0.9440000057220459
toy_grid,DivDis,0.1,0.9279999732971191
toy_grid,DivDis,0.1,0.9039999842643738
toy_grid,DivDis,0.25,0.9520000219345093
toy_grid,DivDis,0.25,0.9679999947547913
toy_grid,DivDis,0.25,0.9359999895095825
toy_grid,DivDis,0.5,0.9359999895095825
toy_grid,DivDis,0.5,0.9679999947547913
toy_grid,DivDis,0.5,0.9440000057220459
toy_grid,DivDis,0.75,0.7599999904632568
toy_grid,DivDis,0.75,0.8320000171661377
toy_grid,DivDis,0.75,0.6880000233650208
toy_grid,DivDis,1.0,0.7039999961853027
toy_grid,DivDis,1.0,0.6000000238418579
toy_grid,DivDis,1.0,0.7599999904632568
toy_grid,ERM,0.1,0.6320000290870667
toy_grid,ERM,0.1,0.328000009059906
toy_grid,ERM,0.1,0.4320000112056732
toy_grid,ERM,0.25,0.6320000290870667
toy_grid,ERM,0.25,0.328000009059906
toy_grid,ERM,0.25,0.4320000112056732
toy_grid,ERM,0.5,0.6320000290870667
toy_grid,ERM,0.5,0.328000009059906
toy_grid,ERM,0.5,0.4320000112056732
toy_grid,ERM,0.75,0.6320000290870667
toy_grid,ERM,0.75,0.328000009059906
toy_grid,ERM,0.75,0.4320000112056732
toy_grid,ERM,1.0,0.6320000290870667
toy_grid,ERM,1.0,0.328000009059906
toy_grid,ERM,1.0,0.4320000112056732
toy_grid,TopK 0.1,0.1,0.9599999785423279
toy_grid,TopK 0.1,0.1,0.7919999957084656
toy_grid,TopK 0.1,0.1,0.8960000276565552
toy_grid,TopK 0.1,0.25,0.984000027179718
toy_grid,TopK 0.1,0.25,0.9520000219345093
toy_grid,TopK 0.1,0.25,0.984000027179718
toy_grid,TopK 0.1,0.5,0.9520000219345093
toy_grid,TopK 0.1,0.5,0.8960000276565552
toy_grid,TopK 0.1,0.5,0.9679999947547913
toy_grid,TopK 0.1,0.75,0.9279999732971191
toy_grid,TopK 0.1,0.75,0.9520000219345093
toy_grid,TopK 0.1,0.75,0.9599999785423279
toy_grid,TopK 0.1,1.0,0.9039999842643738
toy_grid,TopK 0.1,1.0,0.8479999899864197
toy_grid,TopK 0.1,1.0,0.8399999737739563
toy_grid,TopK 0.5,0.1,0.7680000066757202
toy_grid,TopK 0.5,0.1,0.03200000151991844
toy_grid,TopK 0.5,0.1,0.6800000071525574
toy_grid,TopK 0.5,0.25,0.984000027179718
toy_grid,TopK 0.5,0.25,0.20800000429153442
toy_grid,TopK 0.5,0.25,0.9359999895095825
toy_grid,TopK 0.5,0.5,0.8479999899864197
toy_grid,TopK 0.5,0.5,0.8159999847412109
toy_grid,TopK 0.5,0.5,0.800000011920929
toy_grid,TopK 0.5,0.75,0.8320000171661377
toy_grid,TopK 0.5,0.75,0.8399999737739563
toy_grid,TopK 0.5,0.75,0.871999979019165
toy_grid,TopK 0.5,1.0,0.7839999794960022
toy_grid,TopK 0.5,1.0,0.8320000171661377
toy_grid,TopK 0.5,1.0,0.9039999842643738
waterbirds,DBAT,0.1,0.21495327353477478
waterbirds,DBAT,0.1,0.3193146288394928
waterbirds,DBAT,0.1,0.3457943797111511
waterbirds,DBAT,0.25,0.6150776147842407
waterbirds,DBAT,0.25,0.5968958139419556
waterbirds,DBAT,0.25,0.4456762671470642
waterbirds,DBAT,0.5,0.34013304114341736
waterbirds,DBAT,0.5,0.35521063208580017
waterbirds,DBAT,0.5,0.29623058438301086
waterbirds,DBAT,0.75,0.24454829096794128
waterbirds,DBAT,0.75,0.2118380069732666
waterbirds,DBAT,0.75,0.28037384152412415
waterbirds,DBAT,1.0,0.14797507226467133
waterbirds,DBAT,1.0,0.24454829096794128
waterbirds,DBAT,1.0,0.18847352266311646
waterbirds,DivDis,0.1,0.38629284501075745
waterbirds,DivDis,0.1,0.3037383258342743
waterbirds,DivDis,0.1,0.4523281455039978
waterbirds,DivDis,0.25,0.5171339511871338
waterbirds,DivDis,0.25,0.3940809965133667
waterbirds,DivDis,0.25,0.49065420031547546
waterbirds,DivDis,0.5,0.6090342402458191
waterbirds,DivDis,0.5,0.6869158744812012
waterbirds,DivDis,0.5,0.5498442649841309
waterbirds,DivDis,0.75,0.6308411359786987
waterbirds,DivDis,0.75,0.5062305331230164
waterbirds,DivDis,0.75,0.41900312900543213
waterbirds,DivDis,1.0,0.2414330244064331
waterbirds,DivDis,1.0,0.44859811663627625
waterbirds,DivDis,1.0,0.5700934529304504
waterbirds,ERM,0.1,0.3201773762702942
waterbirds,ERM,0.1,0.36274945735931396
waterbirds,ERM,0.1,0.2722838222980499
waterbirds,ERM,0.25,0.3640798330307007
waterbirds,ERM,0.25,0.3956386148929596
waterbirds,ERM,0.25,0.2913525402545929
waterbirds,ERM,0.5,0.3880265951156616
waterbirds,ERM,0.5,0.25233644247055054
waterbirds,ERM,0.5,0.2694703936576843
waterbirds,ERM,0.75,0.2741433084011078
waterbirds,ERM,0.75,0.21495327353477478
waterbirds,ERM,0.75,0.23987539112567902
waterbirds,ERM,1.0,0.33800622820854187
waterbirds,ERM,1.0,0.20716510713100433
waterbirds,ERM,1.0,0.2725856602191925
waterbirds,TopK 0.1,0.1,0.23364485800266266
waterbirds,TopK 0.1,0.1,0.11682242900133133
waterbirds,TopK 0.1,0.1,0.1682243049144745
waterbirds,TopK 0.1,0.25,0.5062305331230164
waterbirds,TopK 0.1,0.25,0.3442367613315582
waterbirds,TopK 0.1,0.25,0.3800623118877411
waterbirds,TopK 0.1,0.5,0.5490022301673889
waterbirds,TopK 0.1,0.5,0.381619930267334
waterbirds,TopK 0.1,0.5,0.41744548082351685
waterbirds,TopK 0.1,0.75,0.5747663378715515
waterbirds,TopK 0.1,0.75,0.4252336323261261
waterbirds,TopK 0.1,0.75,0.3909657299518585
waterbirds,TopK 0.1,1.0,0.4548286497592926
waterbirds,TopK 0.1,1.0,0.16978193819522858
waterbirds,TopK 0.1,1.0,0.4283488988876343
waterbirds,TopK 0.5,0.1,0.1751662939786911
waterbirds,TopK 0.5,0.1,0.18048781156539917
waterbirds,TopK 0.5,0.1,0.1676274985074997
waterbirds,TopK 0.5,0.25,0.19314642250537872
waterbirds,TopK 0.5,0.25,0.210643008351326
waterbirds,TopK 0.5,0.25,0.14018692076206207
waterbirds,TopK 0.5,0.5,0.7133956551551819
waterbirds,TopK 0.5,0.5,0.7033259272575378
waterbirds,TopK 0.5,0.5,0.7503325939178467
waterbirds,TopK 0.5,0.75,0.7818182110786438
waterbirds,TopK 0.5,0.75,0.7037693858146667
waterbirds,TopK 0.5,0.75,0.6403547525405884
waterbirds,TopK 0.5,1.0,0.37383177876472473
waterbirds,TopK 0.5,1.0,0.7414330244064331
waterbirds,TopK 0.5,1.0,0.6604361534118652
